tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
16,90,74,0,8,4,4,4,4,4,4,4
16,90,74,1,0,4,4,4,4,4,4,4
16,90,74,1,1,4,4,4,4,4,4,4
16,90,74,1,2,4,4,4,4,4,4,4
16,90,74,1,3,4,4,4,4,4,4,4
16,90,74,1,4,4,4,4,4,4,4,4
16,90,74,1,5,4,4,4,4,4,4,4
16,90,74,1,6,4,4,4,4,4,4,4
16,90,74,1,7,4,4,4,4,4,4,4
16,90,74,1,8,4,4,4,4,4,4,4
16,90,74,2,0,4,4,4,4,4,4,4
16,90,74,2,1,4,4,4,4,4,4,4
16,90,74,2,2,4,4,4,4,4,4,4
16,90,74,2,3,4,4,4,4,4,4,4
16,90,74,2,4,4,4,4,4,4,4,4
16,90,74,2,5,4,4,4,4,4,4,4
16,90,74,2,6,4,4,4,4,4,4,4
16,90,74,2,7,4,4,4,4,4,4,4
16,90,74,2,8,4,4,4,4,4,4,4
16,90,74,3,0,4,4,4,4,4,4,4
16,90,74,3,1,4,4,4,4,4,4,4
16,90,74,3,2,4,4,4,4,4,4,4
16,90,74,3,3,4,4,4,4,4,4,4
16,90,74,3,4,4,4,4,4,4,4,4
16,90,74,3,5,4,4,4,4,4,4,4
16,90,74,3,6,4,4,4,4,4,4,4
16,90,74,3,7,4,4,4,4,4,4,4
16,90,74,3,8,4,4,4,4,4,4,4
16,90,74,4,0,4,4,4,4,4,4,4
16,90,74,4,1,4,4,4,4,4,4,4
16,90,74,4,2,4,4,4,4,4,4,4
16,90,74,4,3,4,4,4,4,4,4,4
16,90,74,4,4,4,4,4,4,4,4,4
16,90,74,4,5,4,4,4,4,4,4,4
16,90,74,4,6,4,4,4,4,4,4,4
16,90,74,4,7,4,4,4,4,4,4,4
16,90,74,4,8,4,4,4,4,4,4,4
16,90,74,5,0,4,4,4,4,4,4,4
16,90,74,5,1,4,4,4,4,4,4,4
16,90,74,5,2,4,4,4,4,4,4,4
16,90,74,5,3,4,4,4,4,4,4,4
16,90,74,5,4,4,4,4,4,4,4,4
16,90,74,5,5,4,4,4,4,4,4,4
16,90,74,5,6,4,4,4,4,4,4,4
16,90,74,5,7,4,4,4,4,4,4,4
16,90,74,5,8,4,4,4,4,4,4,4
16,90,75,0,0,4,4,4,4,4,4,4
16,90,75,0,1,4,4,4,4,4,4,4
16,90,75,0,2,4,4,4,4,4,4,4
16,90,75,0,3,4,4,4,4,4,4,4
16,90,75,0,4,4,4,4,4,4,4,4
16,90,75,0,5,4,4,4,4,4,4,4
16,90,75,0,6,4,4,4,4,4,4,4
16,90,75,0,7,4,4,4,4,4,4,4
16,90,75,0,8,4,4,4,4,4,4,4
16,90,75,1,0,4,4,4,4,4,4,4
16,90,75,1,1,4,4,4,4,4,4,4
16,90,75,1,2,4,4,4,4,4,4,4
16,90,75,1,3,4,4,4,4,4,4,4
16,90,75,1,4,4,4,4,4,4,4,4
16,90,75,1,5,4,4,4,4,4,4,4
16,90,75,1,6,4,4,4,4,4,4,4
16,90,75,1,7,4,4,4,4,4,4,4
16,90,75,1,8,4,4,4,4,4,4,4
16,90,75,2,0,4,4,4,4,4,4,4
16,90,75,2,1,4,4,4,4,4,4,4
16,90,75,2,2,4,4,4,4,4,4,4
16,90,75,2,3,4,4,4,4,4,4,4
16,90,75,2,4,4,4,4,4,4,4,4
16,90,75,2,5,4,4,4,4,4,4,4
16,90,75,2,6,4,4,4,4,4,4,4
16,90,75,2,7,4,4,4,4,4,4,4
16,90,75,2,8,4,4,4,4,4,4,4
16,90,75,3,0,4,4,4,4,4,4,4
16,90,75,3,1,4,4,4,4,4,4,4
16,90,75,3,2,4,4,4,4,4,4,4
16,90,75,3,3,4,4,4,4,4,4,4
16,90,75,3,4,4,4,4,4,4,4,4
16,90,75,3,5,4,4,4,4,4,4,4
16,90,75,3,6,4,4,4,4,4,4,4
16,90,75,3,7,4,4,4,4,4,4,4
16,90,75,3,8,4,4,4,4,4,4,4
16,90,75,4,0,4,4,4,4,4,4,4
16,90,75,4,1,4,4,4,4,4,4,4
16,90,75,4,2,4,4,4,4,4,4,4
16,90,75,4,3,4,4,4,4,4,4,4
16,90,75,4,4,4,4,4,4,4,4,4
16,90,75,4,5,4,4,4,4,4,4,4
16,90,75,4,6,4,4,4,4,4,4,4
16,90,75,4,7,4,4,4,4,4,4,4
16,90,75,4,8,4,4,4,4,4,4,4
16,90,75,5,0,4,4,4,4,4,4,4
16,90,75,5,1,4,4,4,4,4,4,4
16,90,75,5,2,4,4,4,4,4,4,4
16,90,75,5,3,4,4,4,4,4,4,4
16,90,75,5,4,4,4,4,4,4,4,4
16,90,75,5,5,4,4,4,4,4,4,4
16,90,75,5,6,4,4,4,4,4,4,4
16,90,75,5,7,4,4,4,4,4,4,4
16,90,75,5,8,4,4,4,4,4,4,4
16,90,76,0,0,4,4,4,4,4,4,4
16,90,76,0,1,4,4,4,4,4,4,4
16,90,76,0,2,4,4,4,4,4,4,4
16,90,76,0,3,4,4,4,4,4,4,4
16,90,76,0,4,4,4,4,4,4,4,4
16,90,76,0,5,4,4,4,4,4,4,4
16,90,76,0,6,4,4,4,4,4,4,4
16,90,76,0,7,4,4,4,4,4,4,4
16,90,76,0,8,4,4,4,4,4,4,4
16,90,76,1,0,4,4,4,4,4,4,4
16,90,76,1,1,4,4,4,4,4,4,4
16,90,76,1,2,4,4,4,4,4,4,4
16,90,76,1,3,4,4,4,4,4,4,4
16,90,76,1,4,4,4,4,4,4,4,4
16,90,76,1,5,4,4,4,4,4,4,4
16,90,76,1,6,4,4,4,4,4,4,4
16,90,76,1,7,4,4,4,4,4,4,4
16,90,76,1,8,4,4,4,4,4,4,4
16,90,76,2,0,4,4,4,4,4,4,4
16,90,76,2,1,4,4,4,4,4,4,4
16,90,76,2,2,4,4,4,4,4,4,4
16,90,76,2,3,4,4,4,4,4,4,4
16,90,76,2,4,4,4,4,4,4,4,4
16,90,76,2,5,4,4,4,4,4,4,4
16,90,76,2,6,4,4,4,4,4,4,4
16,90,76,2,7,4,4,4,4,4,4,4
16,90,76,2,8,4,4,4,4,4,4,4
16,90,76,3,0,4,4,4,4,4,4,4
16,90,76,3,1,4,4,4,4,4,4,4
16,90,76,3,2,4,4,4,4,4,4,4
16,90,76,3,3,4,4,4,4,4,4,4
16,90,76,3,4,4,4,4,4,4,4,4
16,90,76,3,5,4,4,4,4,4,4,4
16,90,76,3,6,4,4,4,4,4,4,4
16,90,76,3,7,4,4,4,4,4,4,4
16,90,76,3,8,4,4,4,4,4,4,4
16,90,76,4,0,4,4,4,4,4,4,4
16,90,76,4,1,4,4,4,4,4,4,4
16,90,76,4,2,4,4,4,4,4,4,4
16,90,76,4,3,4,4,4,4,4,4,4
16,90,76,4,4,4,4,4,4,4,4,4
16,90,76,4,5,4,4,4,4,4,4,4
16,90,76,4,6,4,4,4,4,4,4,4
16,90,76,4,7,4,4,4,4,4,4,4
16,90,76,4,8,4,4,4,4,4,4,4
16,90,76,5,0,4,4,4,4,4,4,4
16,90,76,5,1,4,4,4,4,4,4,4
16,90,76,5,2,4,4,4,4,4,4,4
16,90,76,5,3,4,4,4,4,4,4,4
16,90,76,5,4,4,4,4,4,4,4,4
16,90,76,5,5,4,4,4,4,4,4,4
16,90,76,5,6,4,4,4,4,4,4,4
16,90,76,5,7,4,4,4,4,4,4,4
16,90,76,5,8,4,4,4,4,4,4,4
16,90,77,0,0,4,4,4,4,4,4,4
16,90,77,0,1,4,4,4,4,4,4,4
16,90,77,0,2,4,4,4,4,4,4,4
16,90,77,0,3,4,4,4,4,4,4,4
16,90,77,0,4,4,4,4,4,4,4,4
16,90,77,0,5,4,4,4,4,4,4,4
16,90,77,0,6,4,4,4,4,4,4,4
16,90,77,0,7,4,4,4,4,4,4,4
16,90,77,0,8,4,4,4,4,4,4,4
16,90,77,1,0,4,4,4,4,4,4,4
16,90,77,1,1,4,4,4,4,4,4,4
16,90,77,1,2,4,4,4,4,4,4,4
16,90,77,1,3,4,4,4,4,4,4,4
16,90,77,1,4,4,4,4,4,4,4,4
16,90,77,1,5,4,4,4,4,4,4,4
16,90,77,1,6,4,4,4,4,4,4,4
16,90,77,1,7,4,4,4,4,4,4,4
16,90,77,1,8,4,4,4,4,4,4,4
16,90,77,2,0,4,4,4,4,4,4,4
16,90,77,2,1,4,4,4,4,4,4,4
16,90,77,2,2,4,4,4,4,4,4,4
16,90,77,2,3,4,4,4,4,4,4,4
16,90,77,2,4,4,4,4,4,4,4,4
16,90,77,2,5,4,4,4,4,4,4,4
16,90,77,2,6,4,4,4,4,4,4,4
16,90,77,2,7,4,4,4,4,4,4,4
16,90,77,2,8,4,4,4,4,4,4,4
16,90,77,3,0,4,4,4,4,4,4,4
16,90,77,3,1,4,4,4,4,4,4,4
16,90,77,3,2,4,4,4,4,4,4,4
16,90,77,3,3,4,4,4,4,4,4,4
16,90,77,3,4,4,4,4,4,4,4,4
16,90,77,3,5,4,4,4,4,4,4,4
16,90,77,3,6,4,4,4,4,4,4,4
16,90,77,3,7,4,4,4,4,4,4,4
16,90,77,3,8,4,4,4,4,4,4,4
16,90,77,4,0,4,4,4,4,4,4,4
16,90,77,4,1,4,4,4,4,4,4,4
16,90,77,4,2,4,4,4,4,4,4,4
16,90,77,4,3,4,4,4,4,4,4,4
16,90,77,4,4,4,4,4,4,4,4,4
16,90,77,4,5,4,4,4,4,4,4,4
16,90,77,4,6,4,4,4,4,4,4,4
16,90,77,4,7,4,4,4,4,4,4,4
16,90,77,4,8,4,4,4,4,4,4,4
16,90,77,5,0,4,4,4,4,4,4,4
16,90,77,5,1,4,4,4,4,4,4,4
16,90,77,5,2,4,4,4,4,4,4,4
16,90,77,5,3,4,4,4,4,4,4,4
16,90,77,5,4,4,4,4,4,4,4,4
16,90,77,5,5,4,4,4,4,4,4,4
16,90,77,5,6,4,4,4,4,4,4,4
16,90,77,5,7,4,4,4,4,4,4,4
16,90,77,5,8,4,4,4,4,4,4,4
16,90,78,0,0,4,4,4,4,4,4,4
16,90,78,0,1,4,4,4,4,4,4,4
16,90,78,0,2,4,4,4,4,4,4,4
16,90,78,0,3,4,4,4,4,4,4,4
16,90,78,0,4,4,4,4,4,4,4,4
16,90,78,0,5,4,4,4,4,4,4,4
16,90,78,0,6,4,4,4,4,4,4,4
16,90,78,0,7,4,4,4,4,4,4,4
16,90,78,0,8,4,4,4,4,4,4,4
16,90,78,1,0,4,4,4,4,4,4,4
16,90,78,1,1,4,4,4,4,4,4,4
16,90,78,1,2,4,4,4,4,4,4,4
16,90,78,1,3,4,4,4,4,4,4,4
16,90,78,1,4,4,4,4,4,4,4,4
16,90,78,1,5,4,4,4,4,4,4,4
16,90,78,1,6,4,4,4,4,4,4,4
16,90,78,1,7,4,4,4,4,4,4,4
16,90,78,1,8,4,4,4,4,4,4,4
16,90,78,2,0,4,4,4,4,4,4,4
16,90,78,2,1,4,4,4,4,4,4,4
16,90,78,2,2,4,4,4,4,4,4,4
16,90,78,2,3,4,4,4,4,4,4,4
16,90,78,2,4,4,4,4,4,4,4,4
16,90,78,2,5,4,4,4,4,4,4,4
16,90,78,2,6,4,4,4,4,4,4,4
16,90,78,2,7,4,4,4,4,4,4,4
16,90,78,2,8,4,4,4,4,4,4,4
16,90,78,3,0,4,4,4,4,4,4,4
16,90,78,3,1,4,4,4,4,4,4,4
16,90,78,3,2,4,4,4,4,4,4,4
16,90,78,3,3,4,4,4,4,4,4,4
16,90,78,3,4,4,4,4,4,4,4,4
16,90,78,3,5,4,4,4,4,4,4,4
16,90,78,3,6,4,4,4,4,4,4,4
16,90,78,3,7,4,4,4,4,4,4,4
16,90,78,3,8,4,4,4,4,4,4,4
16,90,78,4,0,4,4,4,4,4,4,4
16,90,78,4,1,4,4,4,4,4,4,4
16,90,78,4,2,4,4,4,4,4,4,4
16,90,78,4,3,4,4,4,4,4,4,4
16,90,78,4,4,4,4,4,4,4,4,4
16,90,78,4,5,4,4,4,4,4,4,4
16,90,78,4,6,4,4,4,4,4,4,4
16,90,78,4,7,4,4,4,4,4,4,4
16,90,78,4,8,4,4,4,4,4,4,4
16,90,78,5,0,4,4,4,4,4,4,4
16,90,78,5,1,4,4,4,4,4,4,4
16,90,78,5,2,4,4,4,4,4,4,4
16,90,78,5,3,4,4,4,4,4,4,4
16,90,78,5,4,4,4,4,4,4,4,4
16,90,78,5,5,4,4,4,4,4,4,4
16,90,78,5,6,4,4,4,4,4,4,4
16,90,78,5,7,4,4,4,4,4,4,4
16,90,78,5,8,4,4,4,4,4,4,4
16,90,79,0,0,4,4,4,4,4,4,4
16,90,79,0,1,4,4,4,4,4,4,4
16,90,79,0,2,4,4,4,4,4,4,4
16,90,79,0,3,4,4,4,4,4,4,4
16,90,79,0,4,4,4,4,4,4,4,4
16,90,79,0,5,4,4,4,4,4,4,4
16,90,79,0,6,4,4,4,4,4,4,4
16,90,79,0,7,4,4,4,4,4,4,4
16,90,79,0,8,4,4,4,4,4,4,4
16,90,79,1,0,4,4,4,4,4,4,4
16,90,79,1,1,4,4,4,4,4,4,4
16,90,79,1,2,4,4,4,4,4,4,4
16,90,79,1,3,4,4,4,4,4,4,4
16,90,79,1,4,4,4,4,4,4,4,4
16,90,79,1,5,4,4,4,4,4,4,4
16,90,79,1,6,4,4,4,4,4,4,4
16,90,79,1,7,4,4,4,4,4,4,4
16,90,79,1,8,4,4,4,4,4,4,4
16,90,79,2,0,4,4,4,4,4,4,4
16,90,79,2,1,4,4,4,4,4,4,4
16,90,79,2,2,4,4,4,4,4,4,4
16,90,79,2,3,4,4,4,4,4,4,4
16,90,79,2,4,4,4,4,4,4,4,4
16,90,79,2,5,4,4,4,4,4,4,4
16,90,79,2,6,4,4,4,4,4,4,4
16,90,79,2,7,4,4,4,4,4,4,4
16,90,79,2,8,4,4,4,4,4,4,4
16,90,79,3,0,4,4,4,4,4,4,4
16,90,79,3,1,4,4,4,4,4,4,4
16,90,79,3,2,4,4,4,4,4,4,4
16,90,79,3,3,4,4,4,4,4,4,4
16,90,79,3,4,4,4,4,4,4,4,4
16,90,79,3,5,4,4,4,4,4,4,4
16,90,79,3,6,4,4,4,4,4,4,4
16,90,79,3,7,4,4,4,4,4,4,4
16,90,79,3,8,4,4,4,4,4,4,4
16,90,79,4,0,4,4,4,4,4,4,4
16,90,79,4,1,4,4,4,4,4,4,4
16,90,79,4,2,4,4,4,4,4,4,4
16,90,79,4,3,4,4,4,4,4,4,4
16,90,79,4,4,4,4,4,4,4,4,4
16,90,79,4,5,4,4,4,4,4,4,4
16,90,79,4,6,4,4,4,4,4,4,4
16,90,79,4,7,4,4,4,4,4,4,4
16,90,79,4,8,4,4,4,4,4,4,4
16,90,79,5,0,4,4,4,4,4,4,4
16,90,79,5,1,4,4,4,4,4,4,4
16,90,79,5,2,4,4,4,4,4,4,4
16,90,79,5,3,4,4,4,4,4,4,4
16,90,79,5,4,4,4,4,4,4,4,4
16,90,79,5,5,4,4,4,4,4,4,4
16,90,79,5,6,4,4,4,4,4,4,4
16,90,79,5,7,4,4,4,4,4,4,4
16,90,79,5,8,4,4,4,4,4,4,4
16,90,80,0,0,4,4,4,4,4,4,4
16,90,80,0,1,4,4,4,4,4,4,4
16,90,80,0,2,4,4,4,4,4,4,4
16,90,80,0,3,4,4,4,4,4,4,4
16,90,80,0,4,4,4,4,4,4,4,4
16,90,80,0,5,4,4,4,4,4,4,4
16,90,80,0,6,4,4,4,4,4,4,4
16,90,80,0,7,4,4,4,4,4,4,4
16,90,80,0,8,4,4,4,4,4,4,4
16,90,80,1,0,4,4,4,4,4,4,4
16,90,80,1,1,4,4,4,4,4,4,4
16,90,80,1,2,4,4,4,4,4,4,4
16,90,80,1,3,4,4,4,4,4,4,4
16,90,80,1,4,4,4,4,4,4,4,4
16,90,80,1,5,4,4,4,4,4,4,4
16,90,80,1,6,4,4,4,4,4,4,4
16,90,80,1,7,4,4,4,4,4,4,4
16,90,80,1,8,4,4,4,4,4,4,4
16,90,80,2,0,4,4,4,4,4,4,4
16,90,80,2,1,4,4,4,4,4,4,4
16,90,80,2,2,4,4,4,4,4,4,4
16,90,80,2,3,4,4,4,4,4,4,4
16,90,80,2,4,4,4,4,4,4,4,4
16,90,80,2,5,4,4,4,4,4,4,4
16,90,80,2,6,4,4,4,4,4,4,4
16,90,80,2,7,4,4,4,4,4,4,4
16,90,80,2,8,4,4,4,4,4,4,4
16,90,80,3,0,4,4,4,4,4,4,4
16,90,80,3,1,4,4,4,4,4,4,4
16,90,80,3,2,4,4,4,4,4,4,4
16,90,80,3,3,4,4,4,4,4,4,4
16,90,80,3,4,4,4,4,4,4,4,4
16,90,80,3,5,4,4,4,4,4,4,4
16,90,80,3,6,4,4,4,4,4,4,4
16,90,80,3,7,4,4,4,4,4,4,4
16,90,80,3,8,4,4,4,4,4,4,4
16,90,80,4,0,4,4,4,4,4,4,4
16,90,80,4,1,4,4,4,4,4,4,4
16,90,80,4,2,4,4,4,4,4,4,4
16,90,80,4,3,4,4,4,4,4,4,4
16,90,80,4,4,4,4,4,4,4,4,4
16,90,80,4,5,4,4,4,4,4,4,4
16,90,80,4,6,4,4,4,4,4,4,4
16,90,80,4,7,4,4,4,4,4,4,4
16,90,80,4,8,4,4,4,4,4,4,4
16,90,80,5,0,4,4,4,4,4,4,4
16,90,80,5,1,4,4,4,4,4,4,4
16,90,80,5,2,4,4,4,4,4,4,4
16,90,80,5,3,4,4,4,4,4,4,4
16,90,80,5,4,4,4,4,4,4,4,4
16,90,80,5,5,4,4,4,4,4,4,4
16,90,80,5,6,4,4,4,4,4,4,4
16,90,80,5,7,4,4,4,4,4,4,4
16,90,80,5,8,4,4,4,4,4,4,4
16,90,81,0,0,4,4,4,4,4,4,4
16,90,81,0,1,4,4,4,4,4,4,4
16,90,81,0,2,4,4,4,4,4,4,4
16,90,81,0,3,4,4,4,4,4,4,4
16,90,81,0,4,4,4,4,4,4,4,4
16,90,81,0,5,4,4,4,4,4,4,4
16,90,81,0,6,4,4,4,4,4,4,4
16,90,81,0,7,4,4,4,4,4,4,4
16,90,81,0,8,4,4,4,4,4,4,4
16,90,81,1,0,4,4,4,4,4,4,4
16,90,81,1,1,4,4,4,4,4,4,4
16,90,81,1,2,4,4,4,4,4,4,4
16,90,81,1,3,4,4,4,4,4,4,4
16,90,81,1,4,4,4,4,4,4,4,4
16,90,81,1,5,4,4,4,4,4,4,4
16,90,81,1,6,4,4,4,4,4,4,4
16,90,81,1,7,4,4,4,4,4,4,4
16,90,81,1,8,4,4,4,4,4,4,4
16,90,81,2,0,4,4,4,4,4,4,4
16,90,81,2,1,4,4,4,4,4,4,4
16,90,81,2,2,4,4,4,4,4,4,4
16,90,81,2,3,4,4,4,4,4,4,4
16,90,81,2,4,4,4,4,4,4,4,4
16,90,81,2,5,4,4,4,4,4,4,4
16,90,81,2,6,4,4,4,4,4,4,4
16,90,81,2,7,4,4,4,4,4,4,4
16,90,81,2,8,4,4,4,4,4,4,4
16,90,81,3,0,4,4,4,4,4,4,4
16,90,81,3,1,4,4,4,4,4,4,4
16,90,81,3,2,4,4,4,4,4,4,4
16,90,81,3,3,4,4,4,4,4,4,4
16,90,81,3,4,4,4,4,4,4,4,4
16,90,81,3,5,4,4,4,4,4,4,4
16,90,81,3,6,4,4,4,4,4,4,4
16,90,81,3,7,4,4,4,4,4,4,4
16,90,81,3,8,4,4,4,4,4,4,4
16,90,81,4,0,4,4,4,4,4,4,4
16,90,81,4,1,4,4,4,4,4,4,4
16,90,81,4,2,4,4,4,4,4,4,4
16,90,81,4,3,4,4,4,4,4,4,4
16,90,81,4,4,4,4,4,4,4,4,4
16,90,81,4,5,4,4,4,4,4,4,4
16,90,81,4,6,4,4,4,4,4,4,4
16,90,81,4,7,4,4,4,4,4,4,4
16,90,81,4,8,4,4,4,4,4,4,4
16,90,81,5,0,4,4,4,4,4,4,4
16,90,81,5,1,4,4,4,4,4,4,4
16,90,81,5,2,4,4,4,4,4,4,4
16,90,81,5,3,4,4,4,4,4,4,4
16,90,81,5,4,4,4,4,4,4,4,4
16,90,81,5,5,4,4,4,4,4,4,4
16,90,81,5,6,4,4,4,4,4,4,4
16,90,81,5,7,4,4,4,4,4,4,4
16,90,81,5,8,4,4,4,4,4,4,4
16,90,82,0,0,4,4,4,4,4,4,4
16,90,82,0,1,4,4,4,4,4,4,4
16,90,82,0,2,4,4,4,4,4,4,4
16,90,82,0,3,4,4,4,4,4,4,4
16,90,82,0,4,4,4,4,4,4,4,4
16,90,82,0,5,4,4,4,4,4,4,4
16,90,82,0,6,4,4,4,4,4,4,4
16,90,82,0,7,4,4,4,4,4,4,4
16,90,82,0,8,4,4,4,4,4,4,4
16,90,82,1,0,4,4,4,4,4,4,4
16,90,82,1,1,4,4,4,4,4,4,4
16,90,82,1,2,4,4,4,4,4,4,4
16,90,82,1,3,4,4,4,4,4,4,4
16,90,82,1,4,4,4,4,4,4,4,4
16,90,82,1,5,4,4,4,4,4,4,4
16,90,82,1,6,4,4,4,4,4,4,4
16,90,82,1,7,4,4,4,4,4,4,4
16,90,82,1,8,4,4,4,4,4,4,4
16,90,82,2,0,4,4,4,4,4,4,4
16,90,82,2,1,4,4,4,4,4,4,4
16,90,82,2,2,4,4,4,4,4,4,4
16,90,82,2,3,4,4,4,4,4,4,4
16,90,82,2,4,4,4,4,4,4,4,4
16,90,82,2,5,4,4,4,4,4,4,4
16,90,82,2,6,4,4,4,4,4,4,4
16,90,82,2,7,4,4,4,4,4,4,4
16,90,82,2,8,4,4,4,4,4,4,4
16,90,82,3,0,4,4,4,4,4,4,4
16,90,82,3,1,4,4,4,4,4,4,4
16,90,82,3,2,4,4,4,4,4,4,4
16,90,82,3,3,4,4,4,4,4,4,4
16,90,82,3,4,4,4,4,4,4,4,4
16,90,82,3,5,4,4,4,4,4,4,4
16,90,82,3,6,4,4,4,4,4,4,4
16,90,82,3,7,4,4,4,4,4,4,4
16,90,82,3,8,4,4,4,4,4,4,4
16,90,82,4,0,4,4,4,4,4,4,4
16,90,82,4,1,4,4,4,4,4,4,4
16,90,82,4,2,4,4,4,4,4,4,4
16,90,82,4,3,4,4,4,4,4,4,4
16,90,82,4,4,4,4,4,4,4,4,4
16,90,82,4,5,4,4,4,4,4,4,4
16,90,82,4,6,4,4,4,4,4,4,4
16,90,82,4,7,4,4,4,4,4,4,4
16,90,82,4,8,4,4,4,4,4,4,4
16,90,82,5,0,4,4,4,4,4,4,4
16,90,82,5,1,4,4,4,4,4,4,4
16,90,82,5,2,4,4,4,4,4,4,4
16,90,82,5,3,4,4,4,4,4,4,4
16,90,82,5,4,4,4,4,4,4,4,4
16,90,82,5,5,4,4,4,4,4,4,4
16,90,82,5,6,4,4,4,4,4,4,4
16,90,82,5,7,4,4,4,4,4,4,4
16,90,82,5,8,4,4,4,4,4,4,4
16,90,83,0,0,4,4,4,4,4,4,4
16,90,83,0,1,4,4,4,4,4,4,4
16,90,83,0,2,4,4,4,4,4,4,4
16,90,83,0,3,4,4,4,4,4,4,4
16,90,83,0,4,4,4,4,4,4,4,4
16,90,83,0,5,4,4,4,4,4,4,4
16,90,83,0,6,4,4,4,4,4,4,4
16,90,83,0,7,4,4,4,4,4,4,4
16,90,83,0,8,4,4,4,4,4,4,4
16,90,83,1,0,4,4,4,4,4,4,4
16,90,83,1,1,4,4,4,4,4,4,4
16,90,83,1,2,4,4,4,4,4,4,4
16,90,83,1,3,4,4,4,4,4,4,4
16,90,83,1,4,4,4,4,4,4,4,4
16,90,83,1,5,4,4,4,4,4,4,4
16,90,83,1,6,4,4,4,4,4,4,4
16,90,83,1,7,4,4,4,4,4,4,4
16,90,83,1,8,4,4,4,4,4,4,4
16,90,83,2,0,4,4,4,4,4,4,4
16,90,83,2,1,4,4,4,4,4,4,4
16,90,83,2,2,4,4,4,4,4,4,4
16,90,83,2,3,4,4,4,4,4,4,4
16,90,83,2,4,4,4,4,4,4,4,4
16,90,83,2,5,4,4,4,4,4,4,4
16,90,83,2,6,4,4,4,4,4,4,4
16,90,83,2,7,4,4,4,4,4,4,4
16,90,83,2,8,4,4,4,4,4,4,4
16,90,83,3,0,4,4,4,4,4,4,4
16,90,83,3,1,4,4,4,4,4,4,4
16,90,83,3,2,4,4,4,4,4,4,4
16,90,83,3,3,4,4,4,4,4,4,4
16,90,83,3,4,4,4,4,4,4,4,4
16,90,83,3,5,4,4,4,4,4,4,4
16,90,83,3,6,4,4,4,4,4,4,4
16,90,83,3,7,4,4,4,4,4,4,4
16,90,83,3,8,4,4,4,4,4,4,4
16,90,83,4,0,4,4,4,4,4,4,4
16,90,83,4,1,4,4,4,4,4,4,4
16,90,83,4,2,4,4,4,4,4,4,4
16,90,83,4,3,4,4,4,4,4,4,4
16,90,83,4,4,4,4,4,4,4,4,4
16,90,83,4,5,4,4,4,4,4,4,4
16,90,83,4,6,4,4,4,4,4,4,4
16,90,83,4,7,4,4,4,4,4,4,4
16,90,83,4,8,4,4,4,4,4,4,4
16,90,83,5,0,4,4,4,4,4,4,4
16,90,83,5,1,4,4,4,4,4,4,4
16,90,83,5,2,4,4,4,4,4,4,4
16,90,83,5,3,4,4,4,4,4,4,4
16,90,83,5,4,4,4,4,4,4,4,4
16,90,83,5,5,4,4,4,4,4,4,4
16,90,83,5,6,4,4,4,4,4,4,4
16,90,83,5,7,4,4,4,4,4,4,4
16,90,83,5,8,4,4,4,4,4,4,4
16,90,84,0,0,4,4,4,4,4,4,4
16,90,84,0,1,4,4,4,4,4,4,4
16,90,84,0,2,4,4,4,4,4,4,4
16,90,84,0,3,4,4,4,4,4,4,4
16,90,84,0,4,4,4,4,4,4,4,4
16,90,84,0,5,4,4,4,4,4,4,4
16,90,84,0,6,4,4,4,4,4,4,4
16,90,84,0,7,4,4,4,4,4,4,4
16,90,84,0,8,4,4,4,4,4,4,4
16,90,84,1,0,4,4,4,4,4,4,4
16,90,84,1,1,4,4,4,4,4,4,4
16,90,84,1,2,4,4,4,4,4,4,4
16,90,84,1,3,4,4,4,4,4,4,4
16,90,84,1,4,4,4,4,4,4,4,4
16,90,84,1,5,4,4,4,4,4,4,4
16,90,84,1,6,4,4,4,4,4,4,4
16,90,84,1,7,4,4,4,4,4,4,4
16,90,84,1,8,4,4,4,4,4,4,4
16,90,84,2,0,4,4,4,4,4,4,4
16,90,84,2,1,4,4,4,4,4,4,4
16,90,84,2,2,4,4,4,4,4,4,4
16,90,84,2,3,4,4,4,4,4,4,4
16,90,84,2,4,4,4,4,4,4,4,4
16,90,84,2,5,4,4,4,4,4,4,4
16,90,84,2,6,4,4,4,4,4,4,4
16,90,84,2,7,4,4,4,4,4,4,4
16,90,84,2,8,4,4,4,4,4,4,4
16,90,84,3,0,4,4,4,4,4,4,4
16,90,84,3,1,4,4,4,4,4,4,4
16,90,84,3,2,4,4,4,4,4,4,4
16,90,84,3,3,4,4,4,4,4,4,4
16,90,84,3,4,4,4,4,4,4,4,4
16,90,84,3,5,4,4,4,4,4,4,4
16,90,84,3,6,4,4,4,4,4,4,4
16,90,84,3,7,4,4,4,4,4,4,4
16,90,84,3,8,4,4,4,4,4,4,4
16,90,84,4,0,4,4,4,4,4,4,4
16,90,84,4,1,4,4,4,4,4,4,4
16,90,84,4,2,4,4,4,4,4,4,4
16,90,84,4,3,4,4,4,4,4,4,4
16,90,84,4,4,4,4,4,4,4,4,4
16,90,84,4,5,4,4,4,4,4,4,4
16,90,84,4,6,4,4,4,4,4,4,4
16,90,84,4,7,4,4,4,4,4,4,4
16,90,84,4,8,4,4,4,4,4,4,4
16,90,84,5,0,4,4,4,4,4,4,4
16,90,84,5,1,4,4,4,4,4,4,4
16,90,84,5,2,4,4,4,4,4,4,4
